,name,hours,menu,tag,location,number
51,"
사랑방손칼국수
",오전 10시 30분 - 오후 9시 40분                    ,"{'칼국수': '7,000원', '닭곰탕': '6,500원', '백반': '9,000원', '통닭 백숙': '16,000원', '토종닭': '35,000원', '특칼국수': '7,400원', '곱배기 칼국수': '7,200원', '계란넣은칼국수': '7,200원', '한마리': '18,000원'}","{'점심식사': 40, '저녁식사': 29, '식사모임': 16, '술모임': 14, '혼밥': 9, '가족외식': 6, '데이트': 4, '혼술': 4, '아침식사': 3, '남자끼리': 1, '실버푸드': 1, '여자끼리': 1, '회식': 1, '간식': 1, '서민적인': 38, '시끌벅적한': 22, '가성비좋은': 21, '푸짐한': 14, '캐주얼한': 9, '지역주민이찾는': 9, '숨은맛집': 8, '지역주민이 찾는': 4, '허름한': 3, '오래된집': 3, '아담한': 3, '지저분한': 1, '이국적/이색적': 1, '중년이상이많은': 1, '웨이팅있는': 1, '주차불가': 3, '현장대기필요': 2, '개별룸': 1}",서울특별시 중구 충무로3가 23-1,02-2272-2020
52,"
은주정
",오전 11시 30분 - 오후 10시                    ,"{'(점심) 쌈싸먹는 김치찌개': '10,000원', '(저녁)삼겹살+김치찌개': '14,000원', '(점심)비빔쫄면': '8,000원'}","{'점심식사': 30, '저녁식사': 27, '술모임': 19, '식사모임': 13, '회식': 9, '데이트': 8, '가족외식': 3, '혼밥': 3, '아이동반': 2, '혼술': 1, '김치찌개': 1, '포장': 1, '아침식사': 1, '서민적인': 29, '시끌벅적한': 27, '푸짐한': 16, '가성비좋은': 14, '숨은맛집': 10, '캐주얼한': 7, '지역주민이 찾는': 7, '지역주민이찾는': 3, '외지에서도 많이옴': 1, '집밥': 1, '웨이팅있는': 1, '깔끔한': 1, '혜자': 1, '주차불가': 4, '대형룸': 2, '24시간영업': 1}",서울특별시 중구 주교동 43-23,02-2265-4669
53,"
명동돈가스
",오전 11시 - 오후 9시                    ,"{'로스가스': '14,000원', '히레가스': '15,000원', '생선가스': '13,000원', '새우후라이': '19,000원', '코돈부루': '18,000원', '치킨부루': '18,000원', '생맥주': '8,000원', '맥주': '5,000원', '정종': '4,000원', '백세주': '12,000원', '마주앙': '30,000원', '콜라': '2,000원', '사이다': '2,000원', '일술': '8,000원', '쥬스': '2,000원'}","{'점심식사': 33, '저녁식사': 26, '데이트': 14, '혼밥': 13, '식사모임': 7, '가족외식': 7, '혼술': 3, '아이동반': 2, '술모임': 2, '친구들끼리': 1, '회식': 1, '아침식사': 1, '간식': 1, '깔끔한': 15, '캐주얼한': 14, '서민적인': 13, '시끌벅적한': 8, '푸짐한': 5, '격식있는': 4, '가성비좋은': 4, '조용한': 3, '오래된집': 3, '지역주민이 찾는': 2, '이국적/이색적': 2, '규모가큰': 2, '지역주민이찾는': 2, '숨은맛집': 1, '복고풍': 1, '주차불가': 3, '배달': 1}",서울특별시 중구 명동1가 59-13,02-775-5300
54,"
유림면
",오전 11시 - 오후 9시                    ,"{'메밀국수': '10,000원', '냄비국수': '10,000원', '비빔국수': '10,000원', '비빔메밀': '11,000원'}","{'점심식사': 29, '저녁식사': 13, '혼밥': 10, '데이트': 9, '가족외식': 7, '식사모임': 6, '배달': 2, '여자끼리': 1, '아이동반': 1, '남자끼리': 1, '간식': 1, '실버푸드': 1, '서민적인': 15, '시끌벅적한': 11, '캐주얼한': 7, '깔끔한': 7, '숨은맛집': 4, '지역주민이찾는': 4, '지역주민이 찾는': 2, '미술랭': 1, '푸짐한': 1, '가성비좋은': 1, '전통있는': 1, '조용한': 1, '무료주차': 6, '주차불가': 4, '선불': 1}",서울특별시 중구 서소문동 16,02-755-0659
55,"
평래옥
",오전 11시 - 오후 10시                    ,"{'평양냉면': '12,000원', '비빔냉면': '12,000원', '온면': '12,000원', '육개장': '10,000원', '떡/만두국': '9,000원', '장국밥': '10,000원', '초계탕 (2인 이상)': '30,000원', '제육': '20,000원', '녹두지짐': '15,000원', '평양손만두': '11,000원', '김치만두전골': '22,000원', '닭무침': '20,000원', '평양식어복쟁반(대)': '76,000원', '평양식어복쟁반(소)': '56,000원'}","{'점심식사': 21, '저녁식사': 18, '식사모임': 16, '가족외식': 15, '술모임': 11, '혼밥': 9, '데이트': 7, '회식': 6, '혼술': 3, '실버푸드': 3, '접대': 3, '아침식사': 2, '아이동반': 1, '해당사항없음': 1, '기념일': 1, '서민적인': 16, '시끌벅적한': 13, '깔끔한': 7, '캐주얼한': 6, '푸짐한': 5, '가성비좋은': 5, '지역주민이찾는': 3, '숨은맛집': 2, '지역주민이 찾는': 2, '불친절': 1, '노년층': 1, '경관/야경이 좋은': 1, '주차불가': 2, '비 오는날 노상주차': 1}",서울특별시 중구 저동2가 18-1,02-2267-5892
56,"
남포면옥 시청점
",오전 11시 30분 - 오후 10시                    ,"{'어복쟁반(대)': '90,000원', '어복쟁반(중)': '80,000원', '어복쟁반(소)': '70,000원', '한우불고기': '32,000원', '수육 대': '35,000원', '냉면': '14,000원', '온면': '14,000원', '갈비탕': '14,000원', '육개장': '13,000원', '쟁반만두': '10,000원', '쟁반고기': '35,000원', '빈대떡': '12,000원', '만두국': '13,000원', '떡만두': '13,000원', '비빔냉면': '14,000원'}","{'점심식사': 23, '저녁식사': 19, '식사모임': 16, '가족외식': 12, '회식': 8, '술모임': 7, '혼밥': 5, '데이트': 4, '접대': 4, '아침식사': 3, '실버푸드': 2, '기념일': 1, '혼술': 1, '서민적인': 10, '깔끔한': 7, '캐주얼한': 7, '시끌벅적한': 6, '조용한': 3, '푸짐한': 3, '격식있는': 2, '지역주민이 찾는': 2, '고급스러운': 2, '매우전통적인': 1, '노포': 1, '옛스러운': 1, '이국적/이색적': 1, '지역주민이찾는': 1, '한옥스타일': 1, '토속적인': 1, '개별룸': 6, '대형룸': 2, '유료주차': 1, '주차불가': 1}",서울특별시 중구 다동 121-4,02-777-3131
57,"
안동장
",오전 11시 30분 - 오후 8시                    ,"{'굴짬뽕/매운굴짬뽕/송이짬뽕/매운송이짬뽕': '10,000원', '삼선짬뽕/매운 삼선짬뽕/삼선울면/삼선우동': '9,500원', '짬뽕': '8,500원', '기스면': '6,000원', '삼선간짜장/쇠고기송이짜장': '9,500원', '간짜장': '8,500원', '짜장면': '6,500원', '해선볶음면': '12,000원', '계란탕': '16,000원', '옥수수탕': '11,000원', '중국식매운탕/배추두부탕/찹살떡': '16,000원', '누룽지탕': '42000~60000', '잡탕밥/류산슬밥': '14,000원', '라조육밥/매운고기완자밥': '12,000원', '잡채밥/마파두부밥': '11,000원', '쇠고기 송이볶음밥/삼선볶음밥/짬뽕밥': '9,000원', '굴짬뽕밥/송이짬뽕밥': '10,000원', '삼선짬뽕밥': '9,500원', '군만두': '8,000원', '꽃빵': '5,000원', '마파두부': '24,000원', '표고두부': '23,000원', '닭튀김/유린기/라조기/깐풍닭고기/닭고기땅콩볶음': '35,000원', '간소왕새우': '65,000원', '홍소삭스핀': '52,000원', '해삼탕/해삼소고기볶음': '80,000원', '해삼돼지고기': '95,000원', '해삼전복볶음/송이전복볶음': '100,000원', '안동장특제냉채': '100,000원', '냉채': '30000~60000', '해파리냉채/오향장육': '23,000원', '송화단': '13,000원'}","{'점심식사': 25, '저녁식사': 18, '식사모임': 18, '술모임': 11, '혼밥': 9, '회식': 6, '가족외식': 6, '접대': 4, '데이트': 3, '혼술': 1, '기념일': 1, '간식': 1, '실버푸드': 1, '아침식사': 1, '서민적인': 14, '시끌벅적한': 13, '캐주얼한': 8, '지역주민이찾는': 8, '푸짐한': 5, '숨은맛집': 4, '가성비좋은': 3, '지역주민이 찾는': 3, '깔끔한': 3, '조용한': 2, '회사원들이 찾는': 1, '아주 오래된': 1, '전통있는': 1, '점심웨이팅있음': 1, '이국적/이색적': 1, '수요미식회': 1, '오래된 맛집': 1, '화교': 1, '대형룸': 4, '주차불가': 2, '을지로3가역10번출구': 1, '콜키지무료': 1, '개별룸': 1, '주차가능여부 확인 못함': 1}",서울특별시 중구 을지로3가 315-18,02-2266-3814
58,"
가메골 손만두
",오전 8시 - 오후 8시                    ,"{'고기왕만두 (비닐포장-5개/박스포장-10개부터/ 먹고갈시-4개)': '5,000원', '김치왕만두 (비닐포장-5개/박스포장10개부터/ 먹고갈시-4개)': '5,000원', '갈비만두(10개)': '5,000원', '새우만두(8개)': '6,000원', '찐빵 (1개)': '1,500원', '비빔냉면(계절메뉴)': '7,000원', '물냉면(계절메뉴)': '7,000원', '떡만두국': '7,000원', '손칼국수': '6,000원'}","{'간식': 20, '점심식사': 15, '저녁식사': 9, '혼밥': 8, '데이트': 5, '배달': 4, '아침식사': 1, '가족외식': 1, '아이동반': 1, '여자끼리': 1, '브런치': 1, '식사모임': 1, '간단한식사': 1, '야식': 1, '길거리': 1, '모임': 1, '서민적인': 24, '가성비좋은': 11, '시끌벅적한': 11, '숨은맛집': 6, '지역주민이찾는': 5, '푸짐한': 3, '캐주얼한': 2, '재미있는': 1, '지역주민이 찾는': 1, '허름한': 1, '오래된집': 1, '중년이상이많은': 1, '아담한': 1, '이국적/이색적': 1, '깔끔한': 1, '토속적인': 1, '현장대기필요': 1, '주차불가': 1}",서울특별시 중구 남창동 60-2,02-755-2569
59,"
황평집닭곰탕
",오전 11시 - 오후 9시 30분                    ,"{'닭곰탕(특)': '9,000원', '닭곰탕': '7,000원', '닭찜': '20,000원', '닭무침': '23,000원', '닭전골': '30,000원', '전골(대)': '35,000원', '백숙전골': '30,000원', '닭내장탕 ': '30,000원', '닭낙지전골': '45,000원'}","{'술모임': 17, '저녁식사': 17, '점심식사': 17, '혼밥': 10, '식사모임': 8, '회식': 4, '데이트': 3, '아침식사': 2, '실버푸드': 2, '가족외식': 2, '혼술': 2, '간식': 1, '부담없는 식사': 1, '서민적인': 23, '시끌벅적한': 11, '숨은맛집': 6, '가성비좋은': 6, '지역주민이찾는': 5, '푸짐한': 4, '지역주민이 찾는': 2, '허름한': 1, '캐주얼한': 1, '아담한': 1, '이국적/이색적': 1, '주차불가': 3, '무료주차': 1}",서울시 중구 인현동2가 135-13,02-2266-6875
60,"
충무로쭈꾸미불고기 충무로본점
",정오 12시 - 오후 10시                    ,"{'쭈꾸미(1인분)': '18,000원', '쭈꾸미(2인분)': '28,000원', '모듬(주꾸미,키조개)': '29,000원', '가이바시(키조개)': '19,000원', '쭈꾸미야채볶음밥': '7,000원', '점심특선 쭈꾸미야채볶음밥+된장찌개': '6,000원'}","{'저녁식사': 19, '술모임': 14, '회식': 10, '식사모임': 9, '데이트': 5, '점심식사': 3, '가족외식': 2, '실버푸드': 1, '간식': 1, '접대': 1, '모임': 1, '남자끼리': 1, '시끌벅적한': 14, '서민적인': 11, '지역주민이찾는': 4, '숨은맛집': 4, '오래된집': 2, '허름한': 2, '푸짐한': 1, '불친절': 1, '미슐랭': 1, '중년이상이많은': 1, '캐주얼한': 1, '이국적/이색적': 1, '지역주민이 찾는': 1, '빈티지': 1, '포장가능': 1, '주차불가': 1}",서울특별시 중구 필동1가 3-20,02-2279-0803
61,"
중림장설렁탕
",오전 9시 - 오후 9시                    ,"{'설렁탕': '9,000원', '도가니탕': '12,000원', '꼬리탕': '18,000원', '양지수육': '40,000원', '도가니수육': '40,000원', '꼬리수육': '50,000원', '모듬수육': '50,000원', '설렁탕 특': '12,000원', '도가니탕 특': '14,000원', '반반수육': '40,000원', '반탕': '5,000원'}","{'점심식사': 12, '저녁식사': 10, '혼밥': 6, '술모임': 4, '식사모임': 3, '혼술': 2, '아침식사': 1, '실버푸드': 1, '맛집탐방': 1, '데이트': 1, '서민적인': 17, '숨은맛집': 8, '시끌벅적한': 3, '지역주민이 찾는': 3, '가성비좋은': 3, '지역주민이찾는': 3, '캐주얼한': 2, '조용한': 1, '허름': 1, '노포': 1, '지저분': 1, '아담한': 1, '주차불가': 1, '무료주차': 1, '24시간영업': 1}",서울특별시 중구 중림동 468,02-392-7743
62,"
평안도 족발집
",정오 12시 - 오후 10시                    ,"{'족발(대)': '50,000원', '족발(중)': '40,000원', '족발(소)': '30,000원', '빈대떡': '8,000원', '막국수': '8,000원'}","{'저녁식사': 17, '술모임': 14, '식사모임': 13, '가족외식': 8, '점심식사': 7, '회식': 7, '데이트': 4, '혼밥': 2, '남자끼리': 1, '다이어트식단': 1, '실버푸드': 1, '여자끼리': 1, '배달': 1, '서민적인': 17, '시끌벅적한': 14, '캐주얼한': 4, '푸짐한': 4, '지역주민이찾는': 3, '숨은맛집': 2, '오래된집': 1, '중년이상이많은': 1, '토속적인': 1, '노포': 1, '가성비좋은': 1, '허름한': 1, '이국적/이색적': 1, '지역주민이 찾는': 1, '걸어가서  주차모름': 1, '대형룸': 1, '24시간영업': 1, '현장대기필요': 1, '무료주차': 1, '좌식': 1, '주차불가': 1}",서울특별시 중구 장충동1가 62-16,02-2279-9759
63,"
연길반점
",정오 12시 - 오후 10시                    ,"{'어향가지': '18,000원', '동파육': '18,000원', '즈란신관': '21,000원'}","{'술모임': 17, '저녁식사': 16, '식사모임': 10, '회식': 6, '점심식사': 6, '가족외식': 4, '데이트': 2, '기념일': 1, '시끌벅적한': 16, '서민적인': 12, '캐주얼한': 6, '숨은맛집': 5, '지역주민이찾는': 4, '이국적/이색적': 4, '가성비좋은': 3, '푸짐한': 2, '아담한': 1, '주차불가': 1}",서울특별시 중구 남창동 168-13,02-318-9232
64,"
명화당 1호점
",오전 9시 - 오후 10시 30분                    ,"{'쫄볶이': '5,500원', '냄비국수': '6,500원', '비빔쫄면': '6,000원', '고기만두': '6,500원', '명화당 김밥': '4,000원', '떡볶이': '4,000원', '돈까스': '7,000원', '생우동': '5,500원', '김치우동': '6,000원', '참치김밥': '4,000원', '비빔밥': '7,500원', '비빔냉면': '6,000원', '튀김만두': '6,500원', '물냉면': '6,000원'}","{'점심식사': 21, '혼밥': 15, '저녁식사': 12, '간식': 7, '데이트': 3, '아이동반': 3, '가족외식': 1, '식사모임': 1, '서민적인': 23, '캐주얼한': 12, '가성비좋은': 6, '숨은맛집': 5, '시끌벅적한': 3, '지역주민이찾는': 3, '조용한': 2, '주차불가': 3}",서울시 중구 명동2가 55-3 2F,02-777-7317
65,"
약수순대국
",오전 10시 - 오후 9시                    ,"{'순대국(보통)': '11,000원', '순대국(특)': '13,000원', '머리고기 500g': '27,000원'}","{'점심식사': 14, '저녁식사': 12, '혼밥': 10, '식사모임': 4, '술모임': 3, '혼술': 2, '회식': 2, '실버푸드': 2, '아침식사': 1, '남자끼리': 1, '서민적인': 15, '푸짐한': 8, '숨은맛집': 5, '시끌벅적한': 5, '지역주민이 찾는': 5, '지역주민이찾는': 3, '오래된집': 2, '중년이상이많은': 2, '가성비좋은': 2, '허름한': 1, '토속적인': 1, '캐주얼한': 1, '깔끔한': 1, '현장대기필요': 2, '포장가능': 1}",서울특별시 중구 신당동 368-77,02-2236-5926
66,"
미성옥
",오전 6시 - 오후 9시                    ,"{'설렁탕': '11,000원', '설렁탕 특': '13,000원', '수육(소)': '35,000원', '수육 (대)': '45,000원'}","{'점심식사': 14, '혼밥': 8, '저녁식사': 7, '아침식사': 3, '식사모임': 3, '가족외식': 2, '술모임': 1, '데이트': 1, '서민적인': 15, '시끌벅적한': 6, '캐주얼한': 5, '지역주민이 찾는': 2, '숨은맛집': 2, '가성비좋은': 1, '깔끔한': 1, '주차불가': 1}",서울특별시 중구 명동1가 54-5,02-776-8929
67,"
호수집
",오전 11시 30분 - 오후 10시                    ,"{'닭꼬치': '2,200원', '오삼불고기': '19,000원', '닭도리탕': '19000~37000', '사리추가': '2,000원', '오징어불고기': '9,500원', '볶음밥': '2,000원'}","{'저녁식사': 18, '술모임': 13, '점심식사': 8, '식사모임': 4, '가족외식': 2, '회식': 1, '데이트': 1, '서민적인': 16, '시끌벅적한': 13, '가성비좋은': 5, '푸짐한': 3, '숨은맛집': 3, '줄서서먹는': 1, '지역주민이 찾는': 1, '왁자지껄한': 1, '주차불가': 2}",서울특별시 중구 중림동 61-4,02-392-0695
68,"
풍년닭도리탕
",오전 11시 - 오후 11시                    ,"{'닭도리탕(소)': '30,000원', '닭도리탕(중)': '35,000원', '닭도리탕(대)': '39,000원'}","{'저녁식사': 14, '술모임': 10, '점심식사': 8, '회식': 7, '식사모임': 7, '데이트': 5, '가족외식': 5, '모임': 2, '남자끼리약속': 1, '실버푸드': 1, '술안주갑': 1, '기념일': 1, '야식': 1, '남자끼리': 1, '서민적인': 13, '시끌벅적한': 11, '캐주얼한': 5, '숨은맛집': 4, '가성비좋은': 3, '지역주민이찾는': 3, '푸짐한': 2, '허름한': 2, '오래된집': 1, '젊은사람이많은': 1, '토속적인': 1, '지역주민이 찾는': 1, '중년이상이많은': 1, '현장대기필요': 2, '주차불가': 1, '야외좌석': 1}",서울특별시 중구 북창동 18-7,02-755-5278
69,"
만포막국수
",오전 10시 - 오후 9시 30분                    ,"{'물막국수': '9,000원', '만두국': '9,000원', '찜닭': '29,000원', '접시만두': '9,000원', '메밀파전': '9,000원', '빈대떡': '9,000원', '쟁반막국수': '23,000원', '만두전골 대': '39,000원', '생만두 대': '20,000원', '생만두 중': '9,000원', '온면': '9,000원', '비빔막국수': '9,000원', '만두전골 중': '29,000원'}","{'식사모임': 11, '저녁식사': 10, '점심식사': 8, '가족외식': 6, '술모임': 4, '실버푸드': 3, '혼밥': 3, '회식': 2, '데이트': 2, '다이어트식단': 1, '혼술': 1, '서민적인': 12, '지역주민이찾는': 8, '캐주얼한': 7, '푸짐한': 7, '숨은맛집': 4, '깔끔한': 3, '시끌벅적한': 3, '가성비좋은': 3, '격식있는': 1, '이국적/이색적': 1, '무료주차': 9}",서울 중구 신당동 425-18,02-2235-1357
70,"
원흥
",오전 11시 - 오후 3시                    ,"{'짜장면': '7,000원', '짬뽕': '9,000원', '볶음밥': '9,000원', '잡채밥': '12,000원', '해물잡탕밥': '18,000원', '볶음짜장': '20,000원', '고기튀김 중': '30,000원', '고기튀김 대': '40,000원', '매운라조육 중': '32,000원', '매운라조육 대': '42,000원', '깐풍유 중': '32,000원'}","{'점심식사': 16, '저녁식사': 13, '술모임': 4, '혼밥': 2, '식사모임': 2, '데이트': 2, '여자끼리': 1, '가족외식': 1, '혼술': 1, '회식': 1, '남자끼리': 1, '간식': 1, '서민적인': 9, '시끌벅적한': 8, '푸짐한': 4, '캐주얼한': 3, '오래된집': 2, '숨은맛집': 2, '깔끔한': 1, '허름한': 1, '지역주민이 찾는': 1, '지역주민이찾는': 1, '줄서서먹는': 1, '조용한': 1, '주차불가': 2}",서울특별시 중구 다동 92,02-3789-3624
71,"
동경우동
",오전 10시 30분 - 오후 9시                    ,"{'우동': '4,500원', '유부우동': '5,000원', '튀김우동': '5,500원', '오뎅우동': '5,000원', '카레라이스': '6,000원', '유부초밥': '4,500원', '오뎅백반': '6,000원', '카레우동': '5,000원', '우동카레콤비': '7,000원'}","{'혼밥': 14, '점심식사': 14, '저녁식사': 6, '간식': 2, '아침식사': 2, '아이동반': 1, '가성비': 1, '데이트': 1, '서민적인': 12, '가성비좋은': 8, '숨은맛집': 7, '지역주민이 찾는': 4, '캐주얼한': 4, '지역주민이찾는': 2, '시끌벅적한': 2, '아담한': 1, '조용한': 1, '점심시간웨이팅': 1, '주차불가': 1}",서울시 중구 초동 17-1,02-2274-3440
72,"
부민옥
",오전 11시 - 오후 10시                    ,"{'육개장': '10,000원', '양곰탕': '11,000원', '복국': '13,000원', '선지국': '9,000원', '비빔밥': '9,000원', '사골우거지국': '7,000원', '양무침 소': '33,000원', '수육 소': '30,000원', '곱창전골 중': '53,000원', '부산찜': '36,000원', '낙지볶음': '44,000원', '도가니수육': '44,000원', '모듬전': '26,000원', '파전': '26,000원', '술국': '9,000원', '양무침  중': '47,000원', '수육  중': '44,000원', '곱창전골  소': '40,000원'}","{'저녁식사': 13, '점심식사': 12, '식사모임': 8, '회식': 4, '술모임': 4, '가족외식': 2, '접대': 2, '데이트': 1, '다이어트식단': 1, '서민적인': 10, '깔끔한': 7, '시끌벅적한': 4, '가성비좋은': 3, '캐주얼한': 3, '지역주민이찾는': 1, '조용한': 1, '지역주민이 찾는': 1, '푸짐한': 1, '숨은맛집': 1, '무료주차': 5, '개별룸': 4}",서울특별시 중구 다동 177-2,02-777-2345
73,"
이남장
",오전 9시 30분 - 오후 9시 30분                    ,"{'설렁탕': '11,000원', '설렁탕 (특)': '18,000원', '내장탕': '12,000원', '내장탕 (특)': '18,000원', '족탕': '27,000원', '도가니탕': '27,000원', '수육 (소)': '50,000원', '수육 (대)': '55,000원', '족수육-소': '60,000원', '족반수반': '65,000원', '모듬수육': '70,000원', '육회 / 소': '30,000원', '육회 / 대': '40,000원', '족수육-대': '70,000원'}","{'점심식사': 14, '저녁식사': 11, '식사모임': 8, '혼밥': 7, '아침식사': 4, '회식': 3, '술모임': 2, '가족외식': 2, '혼술': 2, '데이트': 1, '접대': 1, '실버푸드': 1, '기념일': 1, '서민적인': 14, '푸짐한': 6, '숨은맛집': 6, '시끌벅적한': 5, '캐주얼한': 4, '깔끔한': 3, '지역주민이 찾는': 2, '가성비좋은': 2, '지역주민이찾는': 2, '고급스러운': 1, '조용한': 1, '을지로 노포': 1, '격식있는': 1, '대형룸': 1, '주차불가': 1, '2층': 1}",서울시 중구 을지로2가 101-32,02-2267-4081
74,"
희락갈치
",오전 7시 - 오후 9시                    ,"{'갈치조림 1인분': '12,000원', '고등어조림': '12,000원', '모듬생선구이': '12,000원', '삼치구이': '10,000원', '고등어구이': '10,000원', '청국장': '7,000원', '코다리양념구이': '10,000원'}","{'점심식사': 11, '저녁식사': 8, '혼밥': 5, '식사모임': 4, '실버푸드': 1, '가족외식': 1, '데이트': 1, '서민적인': 13, '시끌벅적한': 8, '지역주민이찾는': 4, '숨은맛집': 2, '푸짐한': 2, '가성비좋은': 2, '주차불가': 2}",서울특별시 중구 남창동 34-34,02-755-3449
75,"
오구반점
",오전 11시 - 오후 9시 30분                    ,"{'짜장면': '6,000원', '짬뽕': '7,000원', '간짜장': '7,000원', '울면': '7,000원', '우동': '7,000원', '물만두': '6,000원', '유니짜장': '8,000원', '삼선짜장': '9,000원', '삼선우동': '9,000원', '삼선짬봉': '9,000원', '삼선울면': '9,000원', '기스면': '8,000원', '소면': '8,000원', '볶음밥': '7,000원', '오므라이스': '8,000원', '삼선볶음밥': '9,000원', '잡채밥': '9,000원', '짬뽕밥': '8,000원', '잡탕밥': '15,000원', '유산슬밥': '16,000원', '군만두': '9,000원', '탕수육': '18,000원', '사천탕수육': '19,000원', '라조육': '28,000원', '덴뿌라': '18,000원', '난자완즈': '28,000원', '소류완즈': '29,000원', '잡채': '18,000원', '고추잡채': '28,000원', '양장피': '35,000원', '라조기': '28,000원', '깐풍기': '28,000원', '새우덴뿌라': '35,000원', '깐쇼새우': '35,000원', '새우탕수육': '35,000원', '유산슬': '35,000원', '팔보채': '35,000원', '전가복': '90,000원', '오향장육': '28,000원', '해파리 냉채': '30,000원', '사품냉채': '90,000원', '계란탕': '18,000원', '빵새우': '40,000원', '삼선탕': '15,000원', '멘보샤': '40,000원'}","{'점심식사': 14, '식사모임': 10, '저녁식사': 9, '술모임': 8, '혼밥': 4, '회식': 2, '가족외식': 2, '혼술': 2, '아이동반': 1, '비추': 1, '데이트': 1, '실버푸드': 1, '서민적인': 14, '캐주얼한': 5, '시끌벅적한': 4, '이국적/이색적': 3, '숨은맛집': 3, '지역주민이찾는': 2, '지역주민이 찾는': 1, '비위생적': 1, '가성비좋은': 1, '대형룸': 1, '주차불가': 1, '개별룸': 1}",서울특별시 중구 을지로3가 5-9,02-2267-0516
76,"
하니칼국수
",오전 10시 30분 - 오후 10시                    ,"{'알곤이칼국수': '12,000원', '해장칼국수': '12,000원', '재첩칼국수': '8,000원', '알곤이전골(포장) 비조리': '28,000원', '수육': '9,000원', '동그랑땡(포장 가능)': '17,000원', '돼지갈비 (포장 가능)': '18,000원', '모둠 한접시': '17,000원'}","{'저녁식사': 10, '점심식사': 9, '혼밥': 8, '술모임': 7, '식사모임': 5, '데이트': 5, '가족외식': 2, '실버푸드': 2, '아침식사': 1, '혼술': 1, '회식': 1, '서민적인': 11, '시끌벅적한': 6, '캐주얼한': 6, '지역주민이찾는': 5, '가성비좋은': 5, '푸짐한': 4, '숨은맛집': 4, '깔끔한': 1, '주차불가': 4}",서울 중구 흥인동 38,02-3298-6909
77,"
송옥
",오전 11시 - 오후 8시 30분                    ,"{'메밀국수': '9,000원', '메밀비빔국수': '9,000원', '튀김우동': '8,000원', '송옥우동': '8,000원', '냄비우동': '9,000원', '메밀냄비국수': '9,000원', '김치메밀냄비국수': '9,000원', '판메밀': '8,000원', '온메밀송옥국수': '9,000원', '유부우동': '7,500원', '돈가스': '9,000원', '돈가스정식': '11,500원', '카레돈가스': '10,000원', '카레돈가스정식': '12,500원', '얼큰냄비우동': '8,000원'}","{'점심식사': 14, '혼밥': 9, '저녁식사': 5, '데이트': 3, '아이동반': 2, '식사모임': 2, '간식': 1, '다이어트식단': 1, '아침식사': 1, '서민적인': 10, '시끌벅적한': 4, '가성비좋은': 4, '캐주얼한': 2, '숨은맛집': 2, '지역주민이찾는': 2, '지역주민이 찾는': 1, '경관/야경이좋은': 1, '깔끔한': 1, '격식있는': 1, '조용한': 1, '주차불가': 2, '가게앞주차': 1, '무료주차': 1}",서울특별시 중구 남대문로4가 17-35,02-752-3297
78,"
부원면옥
",오전 11시 - 오후 8시                    ,"{'물냉면': '9,500원', '비빔냉면': '10,000원', '냉면(곱)': '11,000원', '비빔냉면(곱)': '11,500원', '빈대떡': '5,000원', '제육무침': '14,000원', '닭무침': '14,000원', '온면(겨울한정)': '10,000원'}","{'점심식사': 13, '저녁식사': 10, '혼밥': 7, '혼술': 4, '데이트': 3, '식사모임': 3, '술모임': 2, '가족외식': 2, '실버푸드': 1, '기념일': 1, '서민적인': 10, '숨은맛집': 5, '지역주민이 찾는': 5, '가성비좋은': 4, '지역주민이찾는': 3, '시끌벅적한': 3, '푸짐한': 2, '이국적/이색적': 1, '캐주얼한': 1, '오래된집': 1, '아담한': 1, '깔끔한': 1, '허름한': 1, '경관/야경이 좋은': 1, '발렛주차': 1}",서울특별시 중구 남창동 47-10 부원상가 2층,02-753-7728
79,"
재구네 닭발
",24시간 영업                    ,"{'갑오징어': '20,000원', '문어': '13,000원', '장어구이': '11,000원', '돼지갈비': '15,000원', '뼈없는닭발': '15,000원', '대하구이': '11,000원', '계란말이': '10,000원', '삼치구이': '10,000원', '석 화': '8,000원', '두부김치': '15,000원', '고추장불고기': '15,000원', '꼬막': '13,000원', '오뎅탕': '8,000원'}","{'술모임': 13, '저녁식사': 7, '데이트': 3, '점심식사': 3, '회식': 2, '혼술': 2, '식사모임': 2, '서민적인': 11, '시끌벅적한': 9, '가성비좋은': 5, '캐주얼한': 5, '지역주민이찾는': 3, '숨은맛집': 3, '아담한': 1, '푸짐한': 1, '지역주민이 찾는': 1, '주차불가': 3}",서울특별시 중구 신당동 132-34,02-2236-5143
80,"
산동교자
",오전 11시 - 오후 9시 30분                    ,"{'오향장육': '25,000원', '짜장면': '5,000원', '탕수육': '19,000원', '물만두': '6,500원', '짬뽕': '7,000원', '삼선짜장': '7,500원', '굴짬뽕': '8,000원', '삼선짬뽕': '8,000원', '잡채밥': '8,000원', '잡탕밥': '16,000원'}","{'저녁식사': 11, '점심식사': 10, '술모임': 6, '식사모임': 5, '혼밥': 2, '데이트': 2, '가족외식': 1, '아이동반': 1, '회식': 1, '혼술': 1, '접대': 1, '기념일': 1, '서민적인': 10, '시끌벅적한': 5, '이국적/이색적': 3, '가성비좋은': 3, '숨은맛집': 2, '푸짐한': 1, '테이블': 1, '주차불가': 1, '좌식': 1}",서울특별시 중구 명동2가 105,02-778-4150
