,resto_age,thumbnail,address,resto_name,sectors,location_x,location_y,phone_number,menu1,menu2,tag
88,notf,https://d12zq4w4guyljn.cloudfront.net/20211010070315_photo1_b4733a28d8cf.jpg,서울특별시 종로구 돈의동 17-1,"
통돼지집
",notf,126.9906995813,37.5732160763614,02-743-0683,통돼지삼겹살,통돼지갈매기살,"{'저녁식사': 3, '점심식사': 2, '회식': 2, '데이트': 2, '남자들': 1, '술모임': 1, '식사모임': 1, '서민적인': 4, '캐주얼한': 1, '경관/야경이좋은': 1, '지역주민이찾는': 1, '숨은맛집': 1, '시끌벅적한': 1, '야외좌석': 2, '주차불가': 2, '노상': 1}"
89,notf,https://d2t7cq5f1ua57i.cloudfront.net/images/r_images/58451/57013/58451_57013_86_5_7997_2014212205731336.jpg,서울특별시 종로구 당주동 17-1,"
풍년옥
",notf,126.975125980792,37.5714065162571,02-737-5157,특설렁탕,설렁탕,"{'점심식사': 1, '서민적인': 1}"
90,notf,https://d12zq4w4guyljn.cloudfront.net/20210224081632601_photo_43f4a2278e2a.jpg,서울특별시 종로구 수송동 14,"
경성치킨
",notf,126.982266710547,37.5752047775519,02-733-3365,등심 돈까스,블랙빈 돈까스,"{'저녁식사': 4, '술모임': 2, '회식': 2, '식사모임': 1, '깔끔한': 1, '캐주얼한': 1, '지역주민이찾는': 1, '시끌벅적한': 1}"
91,notf,https://d12zq4w4guyljn.cloudfront.net/20220513104248_photo1_3c7f0ebf723d.jpg,서울시 종로구 관철동 155 종로 1번가 빌딩,"
종로 불돼지
",notf,126.985090803746,37.5688998241117,02-734-1190,갈릭벌집오겹살,불돼지,"{'술모임': 4, '저녁식사': 3, '회식': 1, '식사모임': 1, '시끌벅적한': 3, '서민적인': 3, '가성비좋은': 2, '지역주민이 찾는': 1, '푸짐한': 1, '야외좌석': 1}"
92,notf,https://d12zq4w4guyljn.cloudfront.net/20200309124130_photo1_1672bb65d898.jpg,서울특별시 종로구 재동 11,"
마산해물아구찜
",notf,126.984620241956,37.579433924334,02-741-2109,"해물찜, 아구찜, 아구탕, 아구탕지리 특대","해물찜, 아구찜, 아구탕, 아구탕지리 대","{'저녁식사': 3, '점심식사': 2, '술모임': 2, '회식': 1, '서민적인': 2, '숨은맛집': 1, '지역주민이 찾는': 1}"
93,notf,https://d12zq4w4guyljn.cloudfront.net/20220703054147_photo1_58560d6ffdb1.jpg,서울시 종로구 돈의동 49-1,"
진주대박집
",notf,126.990827767367,37.5728622656733,02-763-5367,생삼겹살(200g),생목살(200g),"{'술모임': 2, '저녁식사': 2, '데이트': 1, '서민적인': 3, '시끌벅적한': 1, '숨은맛집': 1, '가성비좋은': 1}"
94,notf,https://d12zq4w4guyljn.cloudfront.net/20220114031302_photo1_8d0ee65b8200.jpg,서울특별시 종로구 관철동 263,"
남대문막내횟집
",notf,126.983294804625,37.5692031290413,02-737-5115,회정식+매운탕(점심특선),회덮밥+매운탕(점심특선),"{'점심식사': 3, '저녁식사': 2, '회식': 2, '술모임': 2, '데이트': 1, '식사모임': 1, '혼술': 1, '간식': 1, '혼밥': 1, '서민적인': 3, '시끌벅적한': 3, '캐주얼한': 2, '푸짐한': 1, '지역주민이찾는': 1, '숨은맛집': 1, '가성비좋은': 1, '이국적/이색적': 1, '주차불가': 1}"
95,notf,https://d12zq4w4guyljn.cloudfront.net/20220613115136302_photo_fepyMr9BhR0u.jpg,서울특별시 종로구 낙원동 241-11,"
소문난집
",notf,126.988248793522,37.5725118203714,02-742-1633,우거지얼큰탕,추가 공기밥,"{'점심식사': 2, '혼밥': 1, '술모임': 1, '저녁식사': 1, '혼술': 1, '서민적인': 3, '가성비좋은': 1, '지역주민이 찾는': 1, '주차불가': 1}"
96,notf,https://d12zq4w4guyljn.cloudfront.net/20220501061800840_photo_21d7ffa5d1a1.jpg,서울특별시 종로구 예지동 2-1,"
자선네
",notf,126.998713982457,37.570284417287,,산낙지,머리고기,"{'혼밥': 3, '간식': 3, '점심식사': 2, '혼술': 1, '저녁식사': 1, '술모임': 1, '시끌벅적한': 2, '서민적인': 2, '지역주민이찾는': 1, '캐주얼한': 1, '가성비좋은': 1, '이국적/이색적': 1, '야외좌석': 1}"
97,notf,https://d12zq4w4guyljn.cloudfront.net/20210630045332652_photo_66eef8b4cf81.jpg,서울시 종로구 내자동 152,"
신안촌
",notf,126.970881706406,37.5755984153497,02-725-7744,특코스 1인,A코스 1인,"{'저녁식사': 3, '식사모임': 2, '실버푸드': 2, '점심식사': 1, '술모임': 1, '가족외식': 1, '회식': 1, '접대': 1, '시끌벅적한': 1, '격식있는': 1, '전통적인': 1, '이국적/이색적': 1, '고급스러운': 1, '숨은맛집': 1, '푸짐한': 1, '대형룸': 2, '개별룸': 2, '콜키지무료': 1}"
98,notf,https://d12zq4w4guyljn.cloudfront.net/20220929040804_photo1_713c7ebf4882.jpg,서울특별시 종로구 관철동 35-6,"
오고또포차
",notf,126.988507936628,37.568631709508,02-2267-3585,막회 大,막회 中,"{'회식': 2, '술모임': 1, '식사모임': 1, '저녁식사': 1, '서민적인': 2, '푸짐한': 1, '가성비좋은': 1, '시끌벅적한': 1, '캐주얼한': 1, '숨은맛집': 1}"
99,notf,https://d12zq4w4guyljn.cloudfront.net/20210316054124768_photo_01bed7ef13bf.jpg,서울시 종로구 신문로2가 1-161,"
안성또순이
",notf,126.971675263077,37.5717189246804,02-720-5670,생태 찌개 (소),생태찌개 (중),"{'점심식사': 3, '술모임': 2, '저녁식사': 2, '회식': 2, '가족외식': 1, '혼밥': 1, '접대': 1, '식사모임': 1, '혼술': 1, '서민적인': 2, '깔끔한': 1, '시끌벅적한': 1, '무료주차': 3, '대형룸': 1, '개별룸': 1}"
100,notf,https://d12zq4w4guyljn.cloudfront.net/20220909110447_photo1_a61926cdb25c.jpg,서울특별시 중구 주교동 118-1,"
우래옥 본점
",notf,126.998736543794,37.5681904138066,02-2265-0151,평양냉면,비빔냉면,"{'점심식사': 104, '저녁식사': 82, '가족외식': 68, '식사모임': 59, '데이트': 32, '혼밥': 20, '술모임': 18, '접대': 17, '기념일': 17, '회식': 15, '아이동반': 15, '실버푸드': 7, '모임': 3, '혼술': 3, '남자끼리': 3, '아침식사': 2, '여자끼리': 2, '간식': 1, '친구들끼리': 1, '파인다이닝': 1, '다이어트식단': 1, '비추': 1, '평양냉면': 1, '차모임': 1, '고급스러운': 53, '깔끔한': 38, '시끌벅적한': 31, '격식있는': 28, '서민적인': 27, '푸짐한': 24, '캐주얼한': 17, '지역주민이 찾는': 11, '조용한': 10, '숨은맛집': 7, '중년이상이많은': 5, '규모가큰': 5, '이국적/이색적': 5, '오래된집': 3, '토속적인': 3, '가성비좋은': 3, '젊은사람이많은': 2, '지역주민이찾는': 2, '가족모임많음': 1, '경관/야경이좋은': 1, '맛집': 1, '복고풍': 1, '경관/야경이 좋은': 1, '클래식함': 1, '예쁜': 1, '대기는 기본': 1, '무료주차': 65, '발렛주차': 49, '개별룸': 13, '대형룸': 9, '현장대기필요': 2, '냉면중에 넘버원': 1, '예약필요': 1, '주차가능': 1}"
101,notf,https://d12zq4w4guyljn.cloudfront.net/20220820081020286_photo_fepyMr9BhR0u.jpg,서울특별시 중구 필동3가 1-5,"
필동면옥
",notf,126.99692057557,37.560396852583,02-2266-2611,냉면,비빔,"{'점심식사': 51, '저녁식사': 37, '식사모임': 22, '가족외식': 20, '혼밥': 16, '데이트': 12, '술모임': 5, '실버푸드': 4, '회식': 4, '기념일': 3, '아이동반': 2, '혼술': 2, '아침식사': 1, '간식': 1, '접대': 1, '남자끼리': 1, '평양냉면뿌시기': 1, '서민적인': 37, '시끌벅적한': 18, '캐주얼한': 15, '지역주민이 찾는': 10, '지역주민이찾는': 9, '깔끔한': 7, '푸짐한': 6, '숨은맛집': 4, '이국적/이색적': 3, '중년이상이많은': 3, '규모가큰': 2, '가성비좋은': 2, '조용한': 1, '경관/야경이좋은': 1, '노포': 1, '오래된집': 1, '고급스러운': 1, '격식있는': 1, '무료주차': 10, '주차불가': 3, '대형룸': 1, '개별룸': 1, '발렛주차': 1, '현장대기필요': 1}"
102,notf,https://d12zq4w4guyljn.cloudfront.net/20220925094124_photo2_69bc35ed1eb7.jpg,서울특별시 중구 인현동1가 15-4,"
산수갑산
",notf,126.995316941295,37.5654202157697,02-2275-6654,순대국밥 (보통),순대국밥 (특),"{'저녁식사': 50, '점심식사': 39, '술모임': 35, '혼밥': 16, '식사모임': 12, '회식': 9, '혼술': 6, '남자끼리': 4, '데이트': 4, '실버푸드': 3, '가족외식': 3, '모임': 3, '아침식사': 2, '간식': 1, '안가는게~': 1, '서민적인': 48, '시끌벅적한': 40, '푸짐한': 14, '가성비좋은': 13, '지역주민이 찾는': 13, '숨은맛집': 10, '캐주얼한': 9, '지역주민이찾는': 7, '중년이상이많은': 4, '오래된집': 4, '토속적인': 3, '허름한': 3, '아담한': 2, '술안주': 1, '노포': 1, '깔끔한': 1, '아재감성': 1, '주차불가': 5, '현장대기필요': 4, '좌식': 3, '야외좌석': 2, '무료주차': 2}"
103,notf,https://d12zq4w4guyljn.cloudfront.net/20220520091355285_photo_dE2Lvni1pX5E.jpg,서울특별시 중구 북창동 93-36,"
애성회관 한우곰탕
",notf,126.978922667995,37.562416037119,02-352-0303,곰탕,특곰탕,"{'점심식사': 52, '저녁식사': 41, '혼밥': 32, '가족외식': 20, '식사모임': 17, '데이트': 13, '술모임': 12, '회식': 11, '아침식사': 10, '혼술': 8, '아이동반': 4, '접대': 3, '남자끼리': 2, '실버푸드': 2, '기념일': 1, '모임': 1, '서민적인': 42, '푸짐한': 19, '숨은맛집': 19, '캐주얼한': 17, '시끌벅적한': 13, '가성비좋은': 13, '깔끔한': 11, '지역주민이 찾는': 6, '지역주민이찾는': 5, '조용한': 2, '중년이상이많은': 2, '맛집': 1, '토속적인': 1, '전국구 맛집': 1, '젊은사람이많은': 1, '주차불가': 9, '개별룸': 3, '대형룸': 2, '배달': 1, '3천6백원 ㅉ': 1, '식사하고나오니': 1, '좌식': 1, '현장대기필요': 1, '유료주차': 1, '주차비비쌈': 1}"
104,notf,https://d12zq4w4guyljn.cloudfront.net/20220825090938_photo1_cc1ea67b7f5e.jpg,서울특별시 중구 명동1가 10-4,"
하동관 명동본점
",notf,126.985115685364,37.5644544034846,02-776-5656,곰탕,곰탕 (특),"{'점심식사': 31, '혼밥': 14, '아침식사': 11, '가족외식': 6, '식사모임': 6, '남자끼리': 4, '저녁식사': 4, '데이트': 3, '실버푸드': 2, '아이동반': 2, '배달': 1, '여자끼리': 1, '보양식': 1, '회식': 1, '시끌벅적한': 18, '서민적인': 17, '캐주얼한': 6, '깔끔한': 3, '중년이상이많은': 2, '지역주민이찾는': 2, '규모가큰': 1, '회전은빠름': 1, '조용한': 1, '웨이팅주의': 1, '유료주차': 1, '주차불가': 1}"
105,notf,https://d12zq4w4guyljn.cloudfront.net/20220831102535_photo1_c0bf746d5fb2.jpg,서울특별시 중구 을지로3가 95-1,"
만선호프
",notf,126.991784128278,37.5672564327793,02-2274-1040,생맥주,골뱅이 무침,"{'술모임': 46, '저녁식사': 15, '회식': 12, '데이트': 10, '점심식사': 3, '식사모임': 3, '기념일': 2, '혼술': 1, '가족외식': 1, '남자끼리': 1, '여자끼리': 1, '시끌벅적한': 39, '서민적인': 38, '캐주얼한': 16, '가성비좋은': 8, '이국적/이색적': 7, '푸짐한': 3, '지역주민이찾는': 2, '지역주민이 찾는': 2, '숨은맛집': 2, '경관/야경이좋은': 1, '예쁜': 1, '규모가큰': 1, '경관/야경이 좋은': 1, '야외좌석': 17, '주차불가': 2, '대형룸': 1, '무료주차': 1}"
106,notf,https://d12zq4w4guyljn.cloudfront.net/20220402115935_photo1_bvzXwtb3f2N7.jpg,서울특별시 중구 초동 158-14,"
동원집
",notf,126.991356378728,37.5633372492455,02-2265-1339,순대국,감자국(식사),"{'점심식사': 30, '저녁식사': 28, '술모임': 21, '혼밥': 19, '회식': 8, '식사모임': 8, '혼술': 7, '아침식사': 7, '가족외식': 3, '데이트': 3, '남자끼리': 3, '야식': 2, '모임': 2, '여자끼리': 1, '간식': 1, '을지로 맛집': 1, '서민적인': 44, '시끌벅적한': 25, '가성비좋은': 16, '푸짐한': 14, '숨은맛집': 8, '허름한': 6, '지역주민이 찾는': 5, '오래된집': 5, '캐주얼한': 5, '지역주민이찾는': 4, '토속적인': 2, '중년이상이많은': 2, '노포': 1, '고급스러운': 1, '이국적/이색적': 1, '아담한': 1, '현장대기필요': 3, '주차불가': 2, '야외좌석': 1, '개별룸': 1}"
107,notf,https://d12zq4w4guyljn.cloudfront.net/20220911052651879_photo_4013d8671869.jpg,서울특별시 중구 장충동1가 13,"
평양면옥 본점
",notf,127.00659473024,37.5632140350558,02-2267-7784,냉면,비빔냉면,"{'점심식사': 34, '저녁식사': 25, '가족외식': 17, '식사모임': 17, '데이트': 12, '혼밥': 9, '술모임': 8, '회식': 7, '아이동반': 4, '기념일': 3, '혼술': 3, '실버푸드': 3, '아침식사': 2, '접대': 2, '남자끼리': 1, '간식': 1, '평양냉면 맛집': 1, '모임': 1, '여자끼리': 1, '서민적인': 21, '시끌벅적한': 16, '지역주민이찾는': 13, '푸짐한': 7, '캐주얼한': 6, '깔끔한': 6, '숨은맛집': 5, '지역주민이 찾는': 4, '규모가큰': 3, '오래된집': 3, '중년이상이많은': 2, '조용한': 2, '이국적/이색적': 1, '줄 서서 먹는': 1, '격식있는': 1, '고급스러운': 1, '발렛주차': 19, '무료주차': 8, '대형룸': 1, '현장대기필요': 1}"
108,notf,https://d12zq4w4guyljn.cloudfront.net/20220912092446_photo1_XLfDdxht9OvI.jpg,서울특별시 중구 다동 173,"
무교동 북어국집
",notf,126.979852622373,37.5677479343328,02-777-3891,북어해장국,,"{'점심식사': 34, '아침식사': 22, '혼밥': 19, '저녁식사': 18, '식사모임': 6, '실버푸드': 5, '혼술': 3, '해장': 3, '데이트': 2, '다이어트식단': 2, '아이동반': 2, '남자끼리': 1, '술모임': 1, '가족외식': 1, '접대': 1, '서민적인': 35, '가성비좋은': 17, '시끌벅적한': 15, '숨은맛집': 13, '푸짐한': 9, '지역주민이찾는': 7, '캐주얼한': 6, '깔끔한': 5, '지역주민이 찾는': 3, '중년이상이많은': 3, '조용한': 2, '평일웨이팅': 1, '외국인도 찾는': 1, '오래된집': 1, '회사원단골해장': 1, '전국민이 찾는': 1, '젊은사람이많은': 1, '규모가큰': 1, '주차불가': 5, '현장대기필요': 2, '포장도 가능': 1, '서울미래유산': 1, '주차는 주변에 유료주차장이용': 1, '주말인근무료주차': 1, '초란추가': 1}"
109,notf,https://d12zq4w4guyljn.cloudfront.net/20220827165729_photo1_8e68deea3142.jpg,서울특별시 중구 충무로3가 23-1,"
사랑방손칼국수
",notf,126.991365665173,37.5632917496049,02-2272-2020,칼국수,닭곰탕,"{'점심식사': 40, '저녁식사': 29, '식사모임': 16, '술모임': 14, '혼밥': 9, '가족외식': 6, '데이트': 4, '혼술': 4, '아침식사': 3, '남자끼리': 1, '실버푸드': 1, '여자끼리': 1, '회식': 1, '간식': 1, '서민적인': 38, '시끌벅적한': 22, '가성비좋은': 21, '푸짐한': 14, '캐주얼한': 9, '지역주민이찾는': 9, '숨은맛집': 8, '지역주민이 찾는': 4, '허름한': 3, '오래된집': 3, '아담한': 3, '지저분한': 1, '이국적/이색적': 1, '중년이상이많은': 1, '웨이팅있는': 1, '주차불가': 3, '현장대기필요': 2, '개별룸': 1}"
110,notf,https://d12zq4w4guyljn.cloudfront.net/20220503104814051_photo_.jpg,서울특별시 중구 주교동 43-23,"
은주정
",notf,126.999751427326,37.5686853372205,02-2265-4669,(점심) 쌈싸먹는 김치찌개,(저녁)삼겹살+김치찌개,"{'점심식사': 30, '저녁식사': 27, '술모임': 19, '식사모임': 13, '회식': 9, '데이트': 8, '가족외식': 3, '혼밥': 3, '아이동반': 2, '혼술': 1, '김치찌개': 1, '포장': 1, '아침식사': 1, '서민적인': 29, '시끌벅적한': 27, '푸짐한': 16, '가성비좋은': 14, '숨은맛집': 10, '지역주민이 찾는': 7, '캐주얼한': 7, '지역주민이찾는': 3, '웨이팅있는': 1, '깔끔한': 1, '혜자': 1, '외지에서도 많이옴': 1, '집밥': 1, '주차불가': 4, '대형룸': 2, '24시간영업': 1}"
111,notf,https://d12zq4w4guyljn.cloudfront.net/20220824083018_photo2_69bc35ed1eb7.jpg,서울특별시 중구 명동1가 59-13,"
명동돈가스
",notf,126.983580511528,37.5640243346322,02-775-5300,로스가스,히레가스,"{'점심식사': 33, '저녁식사': 26, '데이트': 14, '혼밥': 13, '식사모임': 7, '가족외식': 7, '혼술': 3, '아이동반': 2, '술모임': 2, '친구들끼리': 1, '회식': 1, '아침식사': 1, '간식': 1, '깔끔한': 15, '캐주얼한': 14, '서민적인': 13, '시끌벅적한': 8, '푸짐한': 5, '격식있는': 4, '가성비좋은': 4, '조용한': 3, '오래된집': 3, '지역주민이 찾는': 2, '이국적/이색적': 2, '규모가큰': 2, '지역주민이찾는': 2, '숨은맛집': 1, '복고풍': 1, '주차불가': 3, '배달': 1}"
112,notf,https://d12zq4w4guyljn.cloudfront.net/20220918110613688_photo_2e01461c9ef9.jpg,서울특별시 중구 서소문동 16,"
유림면
",notf,126.97610516317,37.5642445232414,02-755-0659,메밀국수,냄비국수,"{'점심식사': 29, '저녁식사': 13, '혼밥': 10, '데이트': 9, '가족외식': 7, '식사모임': 6, '배달': 2, '여자끼리': 1, '아이동반': 1, '남자끼리': 1, '간식': 1, '실버푸드': 1, '서민적인': 15, '시끌벅적한': 11, '캐주얼한': 7, '깔끔한': 7, '숨은맛집': 4, '지역주민이찾는': 4, '지역주민이 찾는': 2, '미술랭': 1, '푸짐한': 1, '가성비좋은': 1, '전통있는': 1, '조용한': 1, '무료주차': 6, '주차불가': 4, '선불': 1}"
113,notf,https://d12zq4w4guyljn.cloudfront.net/20220809100908536_photo_5cf5d75db9a7.jpg,서울특별시 중구 저동2가 18-1,"
평래옥
",notf,126.990389800581,37.5649106744883,02-2267-5892,평양냉면,비빔냉면,"{'점심식사': 21, '저녁식사': 18, '식사모임': 16, '가족외식': 15, '술모임': 11, '혼밥': 9, '데이트': 7, '회식': 6, '실버푸드': 3, '접대': 3, '혼술': 3, '아침식사': 2, '기념일': 1, '아이동반': 1, '해당사항없음': 1, '서민적인': 16, '시끌벅적한': 13, '깔끔한': 7, '캐주얼한': 6, '가성비좋은': 5, '푸짐한': 5, '지역주민이찾는': 3, '지역주민이 찾는': 2, '숨은맛집': 2, '노년층': 1, '경관/야경이 좋은': 1, '불친절': 1, '주차불가': 2, '비 오는날 노상주차': 1}"
114,notf,https://d12zq4w4guyljn.cloudfront.net/20220827113722_photo2_69bc35ed1eb7.jpg,서울특별시 중구 다동 121-4,"
남포면옥 시청점
",notf,126.981684781091,37.5671485299802,02-777-3131,어복쟁반(대),어복쟁반(중),"{'점심식사': 23, '저녁식사': 19, '식사모임': 16, '가족외식': 12, '회식': 8, '술모임': 7, '혼밥': 5, '데이트': 4, '접대': 4, '아침식사': 3, '실버푸드': 2, '혼술': 1, '기념일': 1, '서민적인': 10, '캐주얼한': 7, '깔끔한': 7, '시끌벅적한': 6, '조용한': 3, '푸짐한': 3, '격식있는': 2, '지역주민이 찾는': 2, '고급스러운': 2, '이국적/이색적': 1, '지역주민이찾는': 1, '한옥스타일': 1, '토속적인': 1, '매우전통적인': 1, '노포': 1, '옛스러운': 1, '개별룸': 6, '대형룸': 2, '유료주차': 1, '주차불가': 1}"
115,notf,https://d12zq4w4guyljn.cloudfront.net/20220918085920_profile_photo1_7ec459740b53.jpg,서울특별시 중구 을지로3가 315-18,"
안동장
",notf,126.991575982814,37.5661341375905,02-2266-3814,굴짬뽕/매운굴짬뽕/송이짬뽕/매운송이짬뽕,삼선짬뽕/매운 삼선짬뽕/삼선울면/삼선우동,"{'점심식사': 25, '식사모임': 18, '저녁식사': 18, '술모임': 11, '혼밥': 9, '가족외식': 6, '회식': 6, '접대': 4, '데이트': 3, '실버푸드': 1, '아침식사': 1, '혼술': 1, '기념일': 1, '간식': 1, '서민적인': 14, '시끌벅적한': 13, '캐주얼한': 8, '지역주민이찾는': 8, '푸짐한': 5, '숨은맛집': 4, '깔끔한': 3, '가성비좋은': 3, '지역주민이 찾는': 3, '조용한': 2, '오래된 맛집': 1, '화교': 1, '회사원들이 찾는': 1, '아주 오래된': 1, '전통있는': 1, '점심웨이팅있음': 1, '이국적/이색적': 1, '수요미식회': 1, '대형룸': 4, '주차불가': 2, '콜키지무료': 1, '개별룸': 1, '주차가능여부 확인 못함': 1, '을지로3가역10번출구': 1}"
116,notf,https://d12zq4w4guyljn.cloudfront.net/20220802014017_photo1_760b46c26ea7.jpg,서울특별시 중구 남창동 60-2,"
가메골 손만두
",notf,126.977120546884,37.558367793006,02-755-2569,고기왕만두 (비닐포장-5개/박스포장-10개부터/ 먹고갈시-4개),김치왕만두 (비닐포장-5개/박스포장10개부터/ 먹고갈시-4개),"{'간식': 20, '점심식사': 15, '저녁식사': 9, '혼밥': 8, '데이트': 5, '배달': 4, '여자끼리': 1, '브런치': 1, '식사모임': 1, '간단한식사': 1, '야식': 1, '길거리': 1, '모임': 1, '아침식사': 1, '가족외식': 1, '아이동반': 1, '서민적인': 24, '가성비좋은': 11, '시끌벅적한': 11, '숨은맛집': 6, '지역주민이찾는': 5, '푸짐한': 3, '캐주얼한': 2, '오래된집': 1, '중년이상이많은': 1, '아담한': 1, '이국적/이색적': 1, '깔끔한': 1, '토속적인': 1, '재미있는': 1, '지역주민이 찾는': 1, '허름한': 1, '주차불가': 1, '현장대기필요': 1}"
117,notf,https://d12zq4w4guyljn.cloudfront.net/20220901062026_photo1_VQqJSCTzFQ7q.jpg,서울시 중구 인현동2가 135-13,"
황평집닭곰탕
",notf,126.996129704264,37.5640683904792,02-2266-6875,닭곰탕(특),닭곰탕,"{'저녁식사': 17, '점심식사': 17, '술모임': 17, '혼밥': 10, '식사모임': 8, '회식': 4, '데이트': 3, '혼술': 2, '아침식사': 2, '실버푸드': 2, '가족외식': 2, '간식': 1, '부담없는 식사': 1, '서민적인': 23, '시끌벅적한': 11, '숨은맛집': 6, '가성비좋은': 6, '지역주민이찾는': 5, '푸짐한': 4, '지역주민이 찾는': 2, '캐주얼한': 1, '아담한': 1, '이국적/이색적': 1, '허름한': 1, '주차불가': 3, '무료주차': 1}"
118,notf,https://d12zq4w4guyljn.cloudfront.net/20220630075344_photo1_3e6ae56e9fed.jpg,서울특별시 중구 필동1가 3-20,"
충무로쭈꾸미불고기 충무로본점
",notf,126.992201358274,37.5617589423156,02-2279-0803,쭈꾸미(1인분),쭈꾸미(2인분),"{'저녁식사': 19, '술모임': 14, '회식': 10, '식사모임': 9, '데이트': 5, '점심식사': 3, '가족외식': 2, '실버푸드': 1, '간식': 1, '접대': 1, '모임': 1, '남자끼리': 1, '시끌벅적한': 14, '서민적인': 11, '지역주민이찾는': 4, '숨은맛집': 4, '오래된집': 2, '허름한': 2, '푸짐한': 1, '불친절': 1, '미슐랭': 1, '중년이상이많은': 1, '캐주얼한': 1, '이국적/이색적': 1, '지역주민이 찾는': 1, '빈티지': 1, '포장가능': 1, '주차불가': 1}"
119,notf,https://d12zq4w4guyljn.cloudfront.net/20220130054143_photo1_01ea4aa1d7d8.jpg,서울특별시 중구 중림동 468,"
중림장설렁탕
",notf,126.967707411422,37.5602659766045,02-392-7743,설렁탕,도가니탕,"{'점심식사': 12, '저녁식사': 10, '혼밥': 6, '술모임': 4, '식사모임': 3, '혼술': 2, '맛집탐방': 1, '데이트': 1, '아침식사': 1, '실버푸드': 1, '서민적인': 17, '숨은맛집': 8, '시끌벅적한': 3, '지역주민이 찾는': 3, '가성비좋은': 3, '지역주민이찾는': 3, '캐주얼한': 2, '노포': 1, '지저분': 1, '아담한': 1, '조용한': 1, '허름': 1, '주차불가': 1, '무료주차': 1, '24시간영업': 1}"
120,notf,https://d12zq4w4guyljn.cloudfront.net/20220529091017_photo1_77513f8dd560.jpg,서울특별시 중구 장충동1가 62-16,"
평안도 족발집
",notf,127.006049844949,37.5602638407003,02-2279-9759,족발(대),족발(중),"{'저녁식사': 17, '술모임': 14, '식사모임': 13, '가족외식': 8, '점심식사': 7, '회식': 7, '데이트': 4, '혼밥': 2, '여자끼리': 1, '배달': 1, '남자끼리': 1, '다이어트식단': 1, '실버푸드': 1, '서민적인': 17, '시끌벅적한': 14, '푸짐한': 4, '캐주얼한': 4, '지역주민이찾는': 3, '숨은맛집': 2, '토속적인': 1, '노포': 1, '가성비좋은': 1, '허름한': 1, '이국적/이색적': 1, '지역주민이 찾는': 1, '오래된집': 1, '중년이상이많은': 1, '무료주차': 1, '좌식': 1, '주차불가': 1, '걸어가서  주차모름': 1, '대형룸': 1, '24시간영업': 1, '현장대기필요': 1}"
121,notf,https://d12zq4w4guyljn.cloudfront.net/20220805030502836_photo_64022c0213d3.jpg,서울특별시 중구 남창동 168-13,"
연길반점
",notf,126.977655846773,37.5577135012341,02-318-9232,어향가지,동파육,"{'술모임': 17, '저녁식사': 16, '식사모임': 10, '점심식사': 6, '회식': 6, '가족외식': 4, '데이트': 2, '기념일': 1, '시끌벅적한': 16, '서민적인': 12, '캐주얼한': 6, '숨은맛집': 5, '지역주민이찾는': 4, '이국적/이색적': 4, '가성비좋은': 3, '푸짐한': 2, '아담한': 1, '주차불가': 1}"
122,notf,https://d12zq4w4guyljn.cloudfront.net/20220913101142_photo1_f68a0699b1ff.jpg,서울시 중구 명동2가 55-3 2F,"
명화당 1호점
",notf,126.983827501996,37.5623707699385,02-777-7317,쫄볶이,냄비국수,"{'점심식사': 21, '혼밥': 15, '저녁식사': 12, '간식': 7, '데이트': 3, '아이동반': 3, '가족외식': 1, '식사모임': 1, '서민적인': 23, '캐주얼한': 12, '가성비좋은': 6, '숨은맛집': 5, '시끌벅적한': 3, '지역주민이찾는': 3, '조용한': 2, '주차불가': 3}"
123,notf,https://d12zq4w4guyljn.cloudfront.net/20220728124917_photo1_69bc35ed1eb7.jpg,서울특별시 중구 신당동 368-77,"
약수순대국
",notf,127.009977609328,37.5530482963717,02-2236-5926,순대국(보통),순대국(특),"{'점심식사': 14, '저녁식사': 12, '혼밥': 10, '식사모임': 4, '술모임': 3, '실버푸드': 2, '혼술': 2, '회식': 2, '남자끼리': 1, '아침식사': 1, '서민적인': 15, '푸짐한': 8, '지역주민이 찾는': 5, '숨은맛집': 5, '시끌벅적한': 5, '지역주민이찾는': 3, '오래된집': 2, '중년이상이많은': 2, '가성비좋은': 2, '캐주얼한': 1, '깔끔한': 1, '허름한': 1, '토속적인': 1, '현장대기필요': 2, '포장가능': 1}"
124,notf,https://d12zq4w4guyljn.cloudfront.net/20220711123346_photo1_9be63c30ea2d.jpg,서울특별시 중구 명동1가 54-5,"
미성옥
",notf,126.983971539155,37.5641697190716,02-776-8929,설렁탕,설렁탕 특,"{'점심식사': 14, '혼밥': 8, '저녁식사': 7, '아침식사': 3, '식사모임': 3, '가족외식': 2, '술모임': 1, '데이트': 1, '서민적인': 15, '시끌벅적한': 6, '캐주얼한': 5, '지역주민이 찾는': 2, '숨은맛집': 2, '가성비좋은': 1, '깔끔한': 1, '주차불가': 1}"
