id,resto_age,thumbnail,address,resto_name,sectors,location_x,location_y,phone_number,menu1,menu2,terrace,drinking,meal,lunch,dinner,cost_effective,classy,mood,noisy,quiet,real_local,etc
0,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA4MjlfNTEg%2FMDAxNjMwMjI4NTM1MDc4.G9wOqVTVxb5Y622NUfmKsulpEHsALqjBL3MKt6vTewsg.BSxYHU-twZmpcfc7W1YB33ru6yO6cLqzO6zAkry8tjEg.JPEG.apexism%2F20210814_184814.jpg,서울 강동구 천호동 397-399,오징어참치,일식,127.1312758,37.54217467,,활어모듬회,,,,,,,,,,,,,"서울 횟집 맛집,서울 선어회 맛집,가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,서울 회 맛집,강동구,강동구 맛집,암사역,암사동,암사 맛집,암사역 맛집,암사동 맛집,천호동 맛집,천호역 맛집,천호 맛집,"
1,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA3MDZfMTQ0%2FMDAxNjI1NTM5MTE2MDk5.8dLM5bURPwKDYxm1pO-o5wGvt-WWhO4rcFxx4R96ShYg.Vx8ixSPwcrI_AUJXiUPxYRFRIWTcKKuUtxiAbDVxq7Ig.JPEG.holysandy%2Foutput_3660743681.jpg,서울 동대문구 전농로 30-1,장원닭한마리,한식,127.0571312,37.56747535,02-2244-2334,대: 2.5마리,,,,,,,,,,,,,"가성비 맛집,노포식당,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,서울노포,오래된 맛집,오래된 집,오래된 가게,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,서울 고기 맛집,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,볶음밥 맛집,볶음밥,닭한마리,닭한마리맛집,동대문구맛집,답십리맛집,중구맛집,종각맛집,닭1마리,동대문구 노포,답십리 노포,"
2,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMTA0MTRfMjYy%2FMDAxNjE4Mzg5NzY3MDgz.TaHst7b65rXSQ7xOf4hN8S8_ttEzeZ99DUAZVqX4z6Ag.pput0OLbFWYQ7zzRC9SgUSoa9JDlD2s-UftiTZKpfyUg.JPEG.babadaily%2F67.jpg,서울 강남구 논현로164길 30,호남식당,한식,127.0306276,37.52288935,02-515-5657,제육쌈밥,김치찌개,,,,,,,,,,,,"서울 횟집 맛집,서울 선어회 맛집,가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,강남 맛집,압구정,압구정 노포,압구정역 맛집,청담 맛집,압구정 로데오,압구정 로데오 맛집,삼겹살,백반,백반 맛집,묵은지 돼지찜,"
3,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA5MDdfNzMg%2FMDAxNjYyNTM0NjExMzE0.4GaPqlliXD1rFvnDcYjJ0VWBPfyrQKmWcCdo4riHzQ0g.F0SngmMSDfwu6xC8crWysIcv0H689M9TswLSNYroiQ0g.JPEG.nyj090922%2FIMG_2223.jpg,서울 동대문구 장한로27가길 28 1층 남도보쌈파전,남도보쌈파전,한식,127.0712912,37.57432539,0507-1327-3236,보쌈 대,생굴회,,,,,,,,,,,,"가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,장안동,장안동 맛집,답십리 맛집,답십리,동대문구 맛집,김치,김치 맛집,굴보쌈 맛집,보쌈김치,보쌈김치 맛집,보쌈,밑반찬 맛집,밑반찬,"
4,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MzBfMjUg%2FMDAxNjU2NTkyODU0NjU0.fS6yd9JTJzxsuyVHvwnvHVQgVNsJY-01ykja10t8WmIg.GyN4fwbhdTJznOf1MZZkpJ6NE_dudAYEHBDB5SCq00og.JPEG.zzniee%2FIMG_3329.jpg,서울 성동구 하왕십리동 970-50,토상막회,일식,127.031939,37.56190661,02-2298-7067,세꼬시,광어,,,,,,,,,,,,
5,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjJfMjcx%2FMDAxNjU1OTA5MTYxOTQx.IyQD2xklqd8S3sQz1ff-S3So9bB1o4DKCiTprSxYLfUg.yS3EDx9--TaDrekHMxV_5sHbJSQudsu5sSRdM14muNMg.JPEG.easyutopia%2FIMG_4380.jpg,서울 관악구 신림동 1410-17,서울갈비,한식,126.9335955,37.48498242,02-885-7610,우삼겹,생삼겹살,,,,,,,,,,,,"가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,서울 갈비 맛집,갈비집,서울 갈비 가성비,갈비 노포,서울 갈비 노포,소갈비,된장찌개 맛집,영등포구 맛집,찐맛집,관악구 맛집,신림동 맛집,신림 맛집,신림역 맛집,노포,우삼겹,우삼겹 맛집,우삼겹맛집,"
6,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMjA2MjdfMjcy%2FMDAxNjU2MzMwMjI2NDcw.dQ3z1LY2qSJjsiubZaY-6OJd2CrJLy5x3ZJ8COVQypMg.-2k6mPqRAgdbCy3fw0NYAdxCX9a2d3Q_XE4p9fPw6sEg.JPEG.rlaalswlkmg%2FIMG_2431.jpg,서울 서대문구 남가좌1동 291-45,1. 신흥떡볶이,한식,126.9157238,37.56942471,,떡볶이,신라면,,,,,,,,,,,,"서울 떡볶이 맛집,서울 떡볶이 투어,서울 3대 떡볶이,서울 5대 떡볶이,생활의 달인 떡볶이 서울,떡볶이 성지,떡볶킹,떡볶퀸,떡지순례,서대문구 맛집,서대문구 노포,서대문구 떡볶이,가좌역 맛집,가좌역 노포,가좌역 떡볶이집,송파구 노포,송파 맛집,문정역 맛집,문정동 떡볶이,문정역 골목 떡볶이,백종원 맛집,백종원 3대천왕 떡볶이,떡볶이 맛집,떡볶이,중랑구 맛집,면목역 맛집,망우역 맛집,망우역 떡볶이 맛집,서촌 맛집,경복궁 맛집,노량진 맛집,동작구 맛집,동작구 노포,노량진 떡볶이,노량진 떡볶이 맛집,"
7,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEyMTVfMjMx%2FMDAxNjA4MDE1NzMxNDU0.ybWXBMaUEG3KP1jNh3MocEiAjpJZa-2p55f5qH8EaPIg.mTJlUaqNQV8PgYqWV0TrS6tDPSnGY49P-jESUOWt-vwg.JPEG.jsrjsn%2FIMG_8697.jpg,서울 용산구 이촌로75길 16-9,한길포장마차,한식,126.9747838,37.52073939,02-796-6162,해산물모둠,꼼장어,0,9,1,0,4,8,0,0,3,0,1,"회식,가족외식,실버푸드,데이트,캐주얼한,숨은맛집,깔끔한,지역주민이 찾는,주차불가,노포식당,노포 맛집,노포집,노포 식당,노포 소문난식당,인스타맛집,이촌동 맛집,동부이촌동,해물포차,포장마차 먹방,포장마차 국수,포장마차 닭발,노포감성,감성식당,이영자 맛집 추천,이영자 맛집,이촌동,꼼장어,꼼장어 맛집,새우전,서울 가성비 맛집,서울 해산물 맛집,이촌역,용산구 맛집,"
8,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAyMDEwMjRfMjEx%2FMDAxNjAzNTA2NDY2MzI0.09U-J_g0oRzyavhISLhha3Nc9XAf5RzQaPHcHbS8ZZ8g.9PGauIWPxX1tkNiY_avdjXP4GaUaToQb3VK4I4hfJa0g.JPEG.yulha516%2Foutput_3801493660.jpg,서울 강북구 수유동 산17-1,인수재,한식,127.002622,37.64633927,02-994-2355,갈매기살,해장국,1,1,1,3,1,5,0,0,1,0,0,"데이트,가족외식,아침식사,경관/야경이좋은,숨은맛집,이국적/이색적,노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가성비 맛집,가심비 맛집,갓성비 맛집,서울 가성비,인수재,청화가든,수유 맛집,수유역 맛집,강북구 맛집,갈매기살 맛집,두부 맛집,손두부,수유 노포,수유 노포식당,수유동 맛집,수유동 노포,"
9,notf,https://search.pstatic.net/common/?src=http%3A%2F%2Fblogfiles.naver.net%2FMjAxODEyMjdfOTgg%2FMDAxNTQ1OTE5MTY5MDIy.LkqFUEXSBTaqX31ehB6lQrshsvRuo9yrxIl3bnfpNyEg.tUWmM3TAD12EQGtCfdUbSsy2lRfu2fAEWu2jpVG7WT8g.JPEG.ppjjss1123%2F20181228075753_IMG_3969.JPG,서울 용산구 원효로2가 84-1 1층 곰배령이야기,곰배령이야기,한식,126.9617155,37.5357936,02-715-6225,육회,육개장칼국수,,,,,,,,,,,,"노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가성비 맛집,가심비 맛집,갓성비 맛집,서울 가성비,서울 곱창 맛집,서울 곱창 가성비,곱창 가성비,곱창 맛집,용산 맛집,곰배령,곰배령 이야기,곱창 전골 맛집,육회 맛집,한우 육회,한우 육회 맛집,한우 곱창,한우 곱창 맛집,용산구 맛집,용문동,용문동 맛집,효창공원,효창공원 맛집,"
10,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjEwMDJfMTEg%2FMDAxNjY0Njg0MzgyODc2.jwedUErniZn6n9lTal6C0irUfvC0GBXxhiXwqhv26fgg.jnLIoZnt_tCEad1ky5FoiaxqpmeGM1pvpHiuXrjYoi8g.JPEG%2F38C42C32-94CD-483F-A7B3-75B2564C39B8.jpeg,서울 용산구 남영동 52-2,남영돈,한식,126.9737794,37.54275289,02-793-3598,삼겹살,목살,,,,,,,,,,,,"서울 텐동 맛집,용산 맛집,용산구 맛집,남영역 맛집,남영동 맛집,숙대입구 맛집,숙대 맛집,숙대입구역 맛집,최자로드,최자 맛집,최자 동네,최자 맛집 동네,가성비 맛집,노포식당,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,서울노포,오래된 맛집,오래된 집,오래된 가게,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,돼지고기 맛집,서울 돼지고기 맛집,서울 고기 맛집,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,재상이 김치,"
11,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA5MzBfOTMg%2FMDAxNjY0NTAxOTUxMjIw.I58fetEw2OlrkajzBdy87g59pS2ewW24pTMhUxt4oQwg.DOb2vAfI9cxbJtIMUA_6nO8SkHd2gFLGggh60KTg7bYg.JPEG%2F20220929_191332.jpg,서울 마포구 성미산로 165-1 1층 우측,야키토리묵,일식,126.9245687,37.56466334,0507-1405-2840,야키토리 묵,안심타다끼,,,,,,,,,,,,"오마카세맛집,가성비 오마카세,독바위역 맛집,심야식당,가성비 맛집,서울맛집,서울 맛집,가성비,서울 가성비 맛집,서울먹방,먹방데이트,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,고독한 미식가,홍대 맛집,연남동 맛집,오마카세,닭오마카세,야키토리,"
12,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA5MTBfMjE1%2FMDAxNjYyNzg1ODgyNTY5.yBZ1N3Yoi9J5UMJXQDBmL8sdGyJofQuBZr8VXNnIemEg._nJaRRCUWIkzEYt4Z_AkRf2gQojdobCU6ynVPhz4sHsg.JPEG%2F20220902_201028.jpg,서울 성북구 종암로3길 31 1층,우정초밥,일식,127.0342987,37.59298295,0507-1347-2333,런치,디너,,,,,,,,,,,,"오마카세맛집,가성비 오마카세,이만카세,고려대 맛집,종암동 맛집,고대 맛집,우정초밥,우정초밥리뷰,우정초밥디너리뷰,우정초밥 웨이팅,우정초밥 오마카세,고려대 오마카세,종암동 오마카세,종암동 맛집추천,고대맛집추천,스시오마카세,고려대역,인생초밥,인생스시,서울초밥,"
13,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA5MjFfMTY1%2FMDAxNjYzNjg3MjA3MTE2.7qnns1Mw_kccf6213jIepvHLUaNr_NFZCrw_FfpJgv0g.7o3bpiUqE07Ww_TJRrg36NsSk0IhVkKecDxFHpU5rOUg.JPEG%2F8FEFED1B-80CA-4E32-A791-F2301FA6732B.jpeg,서울 마포구 신촌로14길 5 1층 여수집,여수집,한식,126.9339824,37.55566802,0507-1311-5948,산문어,생병어조림,,,,,,,,,,,,"노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,가성비 맛집,가성비,서울 가성비 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,술맛,신촌 맛집,서대문구 맛집,신촌역 맛집,노고산동 맛집,문어,문어 맛집,병어조림,병어조림 맛집,술먹방 유튜버,혼술,연대 맛집,연세대 맛집,서울 노포식당,"
14,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA5MDRfMjIy%2FMDAxNjYyMjUzNjE4NzUx.J6ppQhwTZiRjVoRyvxfokzsh-E8RVDg6AqpJsmGUPcwg.wUWOevaRYAFhlwVZF_0geWRUvWOeuwCa1Ii8pqm2QOIg.JPEG%2F20220827_173201.jpg,서울 마포구 독막로 56,옛맛서울불고기,한식,126.9196656,37.54750773,0507-1315-9371,소불고기,갈비탕,,,,,,,,,,,,"가성비 맛집,노포식당,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,서울노포,오래된 맛집,오래된 집,오래된 가게,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,돼지고기 맛집,서울 고기 맛집,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,한우,소고기,등심,무국,갈비탕 맛집,갈비탕,합정 맛집,마포구 맛집,육우,"
15,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA5MDhfMjE5%2FMDAxNjYyNTk2NTk0MDgw.bLC0O4jSQjKatLZ8xEkZVDt6dkB7KtOdiQGcb5TqffIg.npEX0Bgj6Uh58CVaw6gu6D6NoiN_zUmWsEufkXiPVyog.JPEG%2F5AE25656-CF2B-4924-BED7-169335622C95.jpeg,서울 송파구 올림픽로35길 104,양군스시&참치,일식,127.0993025,37.51981718,010-3284-2947,참치사시미,모듬회,,,,,,,,,,,,"숙성회 맛집,선어회 맛집,서울 숙성회 맛집,서울 횟집 맛집,서울 선어회 맛집,가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,가성비 숙성회 맛집,숙성회 가성비,가성비 숙성회,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,서울 회 맛집,숙성회,참치 맛집,참치회 맛집,참다랑어,혼마구로 맛집,참치 가성비,서울 참치 가성비 횟집,송파구맛집,송파 맛집,잠실 맛집,잠실 가성비 맛집,잠실,잠실나루,"
16,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA4MjlfMjI5%2FMDAxNjYxNzc4NzU5Nzc4.Ym0Gad3KXP4iT8jAQifal_vEBs6dQ25Yo4_fAG0BW-cg.1kFYt6PHQ-Hb3wBdbq99gqHzCZ9UHEH-sQG9kNJEftEg.JPEG%2F55A2EA18-F919-4181-AC15-C933630C32D5.jpeg,서울 중구 퇴계로36길 36-1,청해,한식,126.9952369,37.56027805,02-2275-2111,생대구탕,생태탕,,,,,,,,,,,,"서울 횟집 맛집,서울 선어회 맛집,가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,서울 회 맛집,숙성회,충무로,충무로 노포,충무로 횟집,충무로 맛집,중구 맛집,회,회 맛집,"
17,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA3MTZfODcg%2FMDAxNjU3OTU0MTI2Njc5.cMyIvFQPoJ7A1nbdoq8_P3JZrAKq5ENax1GkPPcRa5Eg.L2m_gOvX7qakQSAzLz4D0g3lHWSJpYIzoe7nvtOaKIYg.JPEG%2Fupload_a81bed06d0d3ba7c76740d646175b20d.jpeg,서울 마포구 와우산로 15-3 1층,서울돼지구이,한식,126.9227004,37.54596202,0507-1337-1218,삼겹살,껍데기,,,,,,,,,,,,"상수맛집,메이웨더,서울삼겹살맛집,상수고기맛집,상수역맛집,상수역고기맛집,서울돼지구이,두꺼운삼겹살,두꺼운고기,매이웨더,오겹살 먹방,오겹살 요리,오겹살 굽기,오겹살 수육,오겹살 에어프라이어,오겹살 삼겹살,오겹살 굽는법,오겹살 asmr,오겹살 맛집,오겹살 김치볶음밥,오겹살 김치찌개,오겹살 무한리필,삼겹살 요리,삼겹살 먹방,삼겹살김밥,삼겹살 asmr,삼겹살 김치찌개,삼겹살 김치,"
18,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA2MDZfMTUx%2FMDAxNjU0NTE5NjkyOTEx.0ystHW7YoN8-VYm6DavskEmQw9b2XbEGjeruXnFf68Ag.ExWjL56rRgin5mttlJbFm6e6_3P4XugNToN9k2_6mEQg.JPEG%2Fupload_a4610b5029e1983814eb0c85aba1b045.jpeg,서울 중구 인현동2가 95-6 부여식품,부여식품,한식,126.9950853,37.56500935,02-2273-7790,막창,돼지짜글이,,,,,,,,,,,,"노포식당,노포 맛집,노포집,노포 식당,을지로 가맥집,서울 가맥집,허영만 을지로맛집,서울맛집,을지로 맛집,서울 맛집,가성비 맛집,맛집 예약,가성비,서울 가성비 맛집,을지로 식품집,부여식품,을지로 3가 맛집,막창 맛집,돼지 막창,돼지 짜글이,감자전 맛집,감자 맛집,"
19,notf,https://search.pstatic.net/common/?autoRotate=true&quality=95&type=w750&src=https%3A%2F%2Fpup-review-phinf.pstatic.net%2FMjAyMjA1MDJfNDcg%2FMDAxNjUxNDYwNDM1Mjgw.12c1EGW8I4lN1j38zqXMhdRZsSq5Eid-zze9oe9i1Gkg.oPDa0OXWZ6NuDD3eOxme9Wfs80PWxJLPHKIOCO8eCsIg.JPEG%2Fupload_5e010e754677a385ad735b89a0053386.jpeg,서울 도봉구 노해로 341 신원리베르텔 1층,즐거운술상,한식,127.045913,37.65144524,010-7539-2020,보쌈,갑오징어회,,,,,,,,,,,,"창동 맛집,창동역 맛집,도봉구 맛집,창동역 오마카세,창동역 술집,창동역 한식 오마카세,즐거운 술상,이모카세,창동 맛집 추천,창동역 맛집 추천,한식 주점,한식 오마카세,즐거운술상,창동 술상,가성비 맛집,서울 가성비 맛집,서울 맛집,서울맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 소개,서울 맛집 유튜버,"
20,notf,https://pup-review-phinf.pstatic.net/MjAyMjEwMDJfMzEg/MDAxNjY0Njg0NTg2ODMz.XWKTZkjO2K0SOnxFd7-QuAPTfUrfyhGNPMapQxg4vZcg.kavYzdWHRj1oWGbwurHFhSpparow7kHMwm8WhOwSJJQg.JPEG/50BCEA90-DFEB-4B5A-B6EC-6C0A30A3DC64.jpeg,서울 관악구 봉천로62길 2,기절초풍왕순대,한식,126.9584195,37.47811024,0507-1320-8817,왕순대,머릿고기수육,,,,,,,,,,,,"가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,관악구 맛집,막창 순대,막창,순대 맛집,서울 순대맛집,낙성대 맛집,서울대입구 맛집,샤로수길 맛집,봉천동 맛집,봉천동,"
21,notf,https://pup-review-phinf.pstatic.net/MjAyMjEwMDJfMTcw/MDAxNjY0Njg4NTExNTIz.HD-yMBDOa8clc2yhxJYHWUQP7Xt0hcZKW7wuPLJigacg.E91lytOrmeD5vylFe2i3SHXyg-9WwgtMxNoQbKq2iaAg.JPEG/66005676-F8C7-41A0-B769-63926FF06082.jpeg,서울 강남구 테헤란로10길 11,신동궁감자탕 역삼본점,한식,not found,not found,02-555-3782,뻐 숯불구이,감자탕,,,,,,,,,,,,"역삼맛집,역삼역 맛집,선릉맛집,선릉역 맛집,강남맛집,강남역 맛집,노포식당,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,뼈구이,뼈숯불구이,뼈 숯불구이,대치동 맛집,역삼동 맛집,오래된 식당,오래된 맛집,오래된 집,연예인 맛집,감자탕 맛집,맵덕,뼈찜,"
22,notf,https://pup-review-phinf.pstatic.net/MjAyMjEwMDJfMjUg/MDAxNjY0NjY1MzAwMjgx.SA6JM8NlT3JoPNl_BqCx0LJvpUqjfur-eVmZhgd2dl8g.IfpZF273mxTTNu55N7B8JiIaJzutseht45d2cIrI1PEg.JPEG/20221001_175045.jpg,서울 종로구 율곡로14길 50,서울식당,한식,127.0036586,37.57398511,02-762-9704,등심,,,,,,,,,,,,,"노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가성비 맛집,가심비 맛집,갓성비 맛집,서울 가성비,종로맛집,종로 맛집,종로5가 맛집,종로5가역 맛집,종로 5가 맛집,종로 5가역 맛집,종로구 맛집,효제동 맛집,소고기 맛집,등심 맛집,한우 육우,한우,육우,육우 맛집,서울 소고기 맛집,"
23,notf,https://pup-review-phinf.pstatic.net/MjAyMjEwMDFfNjUg/MDAxNjY0NjI3MTIxNjQz.P_JV0vLiBrTEzX0w63_ssF1Dq3CImYGL3_fVc9k6aZgg.Nl4tiATFPBD95CTv6hfXbUCa9KcnkcLPp6PyH4534yUg.JPEG/7B0260DE-110A-4DA6-A556-CF6BE57512FE.jpeg,서울 영등포구 도림로139가길 11,골목집,한식,126.8931488,37.51335616,0507-1411-1387,2인 세트 메뉴,오감탕,,,,,,,,,,,,"노포식당,노포래퍼,노포 맛집,노포집,노포 식당,허영만 가맥집,서울 가맥집,허영만의 백반기행,허영만 식객,허영만 맛집,허영만 먹방,허영만 백반,허영만 서울,서울맛집,서울 맛집,가성비 맛집,가성비,서울 가성비 맛집,허영만 문래 맛집,허영만 문래동,백반기행 맛집,백반기행 문래동,문래동 맛집,문래역 맛집,문래맛집,서울먹방,먹방데이트,서울노포,영등포구 맛집,오리고기,오감탕,볶음밥,쭈꾸미,식객 허영만의 백반기행,식객 허영만,초복,중복,말복,복날 음식,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,"
24,notf,https://pup-review-phinf.pstatic.net/MjAyMjEwMDFfNCAg/MDAxNjY0NjAwODY5MjI3.DCexCEU8bBSk0znvVU7eSWxcmoiyEPMUQhujTaZOEX8g.6BTy2pdIsM_R_Umf5f2eqYJtnU-280gGzlDC-ipETWog.JPEG/86EF57F1-EAC6-4238-BD75-5F136E144DA5.jpeg,서울 서대문구 연희로15길 27 라이라이 1층,라이라이,중식,126.9304371,37.56859015,0507-1311-3203,칠리가지,유니짜장,,,,,,,,,,,,"노포식당,노포래퍼,노포 맛집,노포집,노포 식당,서울맛집,서울 맛집,서울먹방,먹방데이트,서울노포,맛집소개,맛집소개 유튜버,맛집 유튜버,서울 맛집 유튜버,서울 맛집 소개,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,화상노포,서울 중국집 맛집,간짜장 맛집,화상 노포,서울 짜장 맛집,짜장면 맛집,짜장면,간짜장,노포 간짜장,동대문구 중국집,서대문구 중국집,연희동 중국집,연희동 노포,화상 중국집,연희동 맛집,서대문구 맛집,"
25,notf,https://pup-review-phinf.pstatic.net/MjAyMjEwMDFfMTEg/MDAxNjY0NTk0NDYxOTQ4.eNMWiYbKrGF5IEl6aICb-tU9_elzQWR0MyRRmAfpySwg.Ejut3u8HCIrrIZKMCgpaV869zcG-6recic0Z8Ih3wx0g.JPEG/20221001_120729.jpg,서울 성북구 고려대로28길 2 1층 야마토텐동,야마토텐동,일식,127.0302201,37.58610436,02-6326-1055,붓가케우동,아나고텐동,,,,,,,,,,,,"서울 횟집 맛집,서울 선어회 맛집,가성비 맛집,서울맛집,서울 맛집,서울 가성비 맛집,서울먹방,먹방데이트,맛집 소개,맛집 소개 유튜버,서울 맛집 유튜버,서울 맛집 소개,맛집소개,맛집소개 유튜버,맛집 유튜버,술먹방,가심비 맛집,갓성비 맛집,서울 가성비,텐동 맛집,텐동,살치살,살치살 튀김,꽈리고추,온센타마고,고려대 맛집,고려대,성북구 맛집,안암 맛집,안암동 맛집,안암역 맛집,"
